ezloophw-py logger started on:,2026-1-20_143126,,,,,,,,,,,,,,,,,,,,,,,,
ctrl_params:,{'n_inputs': 2, 'bidirectional': True,'u_offset': array([1030.,1030,1030,1030.]),'u_max': 1350.0, 'cmd_separator': ',', 'cmd_bookends': ('<', '>')},,,,,,,,,,,,,,
Timestamp (millisec since midnight today),Test time,u_t(0),u_t(1),MPRpressure_0,MPRpressure_1,MPRpressure_2,MPRpressure_3,ForcePlate_0,ForcePlate_1,ValveOpening_0,ValveOpening_1,ValveOpening_2,ValveOpening_3,RPRpressure_0,tagid_x_102,tagid_y_102,tagid_rotation102,tagid_x_103,tagid_y_103,tagid_rotation103,tagid_x_104,tagid_y_104,tagid_rotation104,theta_0,theta_1
52293873,4.302000,0.000000,0.000000,1022.3,1022.2,1023.65,1024.54,0.03,0.01,1.0,1.0,1.0,1.0,1022.46,634.1205426282020,666.0552346275240,-0.18644796365237400,636.9293551778690,315.52913343843700,0.24390856824069300,647.896899498362,38.07301119374790,-4.239170737672560,-0.45910892114565400,-1.3454446295356500
52293973,4.402000,0.000000,0.000000,1022.41,1022.1,1023.58,1024.63,0.03,0.01,1.0,1.0,1.0,1.0,1022.45,634.0659110756500,665.9986584736260,-0.1392987642671860,636.973914159985,315.45501103992700,0.20784280044918900,647.9331217138530,38.044180519934600,-4.221306597663110,-0.4752973925599670,-1.3117177099637100
52294073,4.503000,0.000000,0.000000,1022.43,1022.26,1023.65,1024.64,0.03,0.02,1.0,1.0,1.0,1.0,1022.39,634.0557665368210,666.0236116143480,-0.11166425999279300,636.9767005719400,315.4509968047950,0.23035622312893300,648.0307588768950,38.07739869840240,-4.223831913325480,-0.4773713429648120,-1.3274352454128100
52294174,4.602000,0.000000,0.000000,1022.16,1022.2,1023.68,1024.63,0.03,0.02,1.0,1.0,1.0,1.0,1022.51,634.0615029150100,666.0477898153000,-0.12636468457202400,636.9417867888130,315.544880469605,0.21813583978673800,647.9403376265300,38.05282561705240,-4.13283125283217,-0.4708217558731170,-1.3281182669051300
52294273,4.703000,0.000000,0.000000,1022.11,1022.17,1023.74,1024.68,0.03,0.02,1.0,1.0,1.0,1.0,1022.53,634.0654184741310,666.0101264030580,-0.14001053282405300,636.9686796729530,315.45810813923900,0.22129530632513200,647.9636773507700,38.104717202254700,-4.119984946831560,-0.4745110618614950,-1.3211403823154200
52294373,4.803000,0.000000,0.000000,1022.07,1022.11,1023.64,1024.67,0.03,0.01,1.0,1.0,1.0,1.0,1022.48,634.0844269066840,665.9988588651950,-0.08563291486098400,636.9345683083910,315.53820124034400,0.24977333669247400,647.9344223059610,38.088083297637100,-4.228020886813720,-0.46595094131462700,-1.3384713054350600
52294474,4.903000,0.000000,0.000000,1022.24,1022.06,1023.65,1024.62,0.03,0.02,1.0,1.0,1.0,1.0,1022.48,634.0882510738800,666.0224973869740,-0.08749239682189640,636.9310184119720,315.6085629432210,-0.035911042152734200,647.8346899670940,38.0924098208945,-4.178342196774020,-0.46480742201829100,-1.3203917942384900
52294573,5.003000,0.000000,0.000000,1022.29,1022.21,1023.62,1024.68,0.03,0.02,1.0,1.0,1.0,1.0,1022.47,634.0997721719880,666.0512184791830,-0.16197497871742600,636.9435431169050,315.5629876164010,0.24999303277681800,647.7815376364610,38.15730467191150,-4.187129513130630,-0.46487294957954200,-1.3076115964503800
52294673,5.102000,0.000000,0.000000,1022.47,1022.09,1023.46,1024.57,0.03,0.02,1.0,1.0,1.0,1.0,1022.5,634.200022154012,666.0610477955770,-0.08327676851708310,637.0488824332900,315.4924713924040,0.18311404174039000,648.0640128352710,38.13175499638850,-4.348695835968180,-0.4655981410136610,-1.343058708305740
52294773,5.203000,0.000000,0.000000,1022.32,1022.18,1023.56,1024.65,0.02,0.01,1.0,1.0,1.0,1.0,1022.53,634.271776400452,666.0080709878310,-0.3752843596315860,637.3311634774770,315.4894605385050,0.14656036669547100,648.2773002427710,38.07990881668440,-4.268466540147860,-0.500074778151964,-1.2594779360762600
52294874,5.302000,0.000000,0.000000,1022.18,1022.1,1023.68,1024.71,0.02,0.01,1.0,1.0,1.0,1.0,1022.39,634.3308628760760,665.9913218255570,-0.38026979094917800,637.4675792991540,315.4447959878050,0.12197780654374000,648.2773002427710,38.07990881668440,-4.268466540147860,-0.500074778151964,-1.2594779360762600
52294974,5.402000,0.000000,0.000000,1022.02,1022.25,1023.69,1024.64,0.03,0.01,1.0,1.0,1.0,1.0,1022.48,634.3728906838500,665.9837387731880,-0.43031444249739700,637.1861622342940,315.4372533316290,0.16305892273757000,648.6311020807960,38.13150519709920,-4.445849384551560,-0.4598109886782520,-1.4437433973676500
52295075,5.502000,0.000000,0.000000,1022.32,1022.04,1023.74,1024.48,0.03,0.02,1.0,1.0,1.0,1.0,1022.47,634.379743628673,665.9715851023360,-0.4096720784033910,636.8115181836530,315.56778174398300,0.13110656818882800,646.7666245368960,38.08666929498040,-4.256673451392640,-0.39762177414549200,-1.2594586289898800
52295174,5.604000,0.000000,0.000000,1022.32,1022.16,1023.26,1024.96,0.02,0.02,1.0,1.0,1.0,0.99,1022.52,634.966412195906,665.9159963438930,-0.5843922897627220,636.8115181836530,315.56778174398300,0.13110656818882800,646.7666245368960,38.08666929498040,-4.256673451392640,-0.39762177414549200,-1.2594586289898800
